RootCause,Ocorrencias_anteriores,Tempo_medio_resolucao,Desvio_padrao,Prioridade_resolucao
Causa_1391,65,3.73,1.54,Média
Causa_1392,53,4.7,1.44,Alta
Causa_1393,62,5.1,1.44,Alta
Causa_1394,59,4.03,0.86,Média
Causa_1395,64,5.37,1.36,Alta
Causa_1396,58,4.81,0.94,Média
Causa_1397,57,2.63,0.82,Alta
Causa_1398,69,4.74,1.18,Média
Causa_1399,59,4.18,0.93,Baixa
Causa_1400,65,4.93,1.44,Alta
Causa_1401,58,5.26,1.44,Baixa
Causa_1402,71,4.66,0.63,Média
Causa_1403,55,5.83,0.95,Baixa
Causa_1404,55,4.36,0.76,Alta
Causa_1405,70,5.0,1.06,Média
Causa_1406,56,5.14,1.34,Média
Causa_1407,71,4.42,1.13,Média
Causa_1408,66,5.12,1.02,Média
Causa_1409,58,4.02,1.59,Média
Causa_1410,47,4.16,0.51,Baixa
Causa_1411,59,3.45,1.57,Alta
Causa_1412,60,4.69,1.04,Alta
Causa_1413,68,4.76,1.18,Média
Causa_1414,71,5.44,1.04,Média
Causa_1415,55,5.13,1.66,Média
Causa_1416,65,4.27,0.83,Média
Causa_1417,65,3.56,1.2,Baixa
Causa_1418,67,4.85,1.36,Média
Causa_1419,63,5.39,0.72,Alta
Causa_1420,46,5.1,0.92,Alta
Causa_1421,58,5.37,1.16,Baixa
Causa_1422,51,4.33,0.93,Média
Causa_1423,58,4.13,0.96,Baixa
Causa_1424,66,3.91,1.1,Alta
Causa_1425,62,4.46,1.39,Média
Causa_1426,68,4.44,1.1,Média
Causa_1427,62,4.67,1.52,Alta
Causa_1428,50,4.4,0.9,Média
Causa_1429,42,4.39,0.82,Média
Causa_1430,61,3.88,1.78,Média
Causa_1431,58,5.25,1.0,Baixa
Causa_1432,53,4.56,0.81,Baixa
Causa_1433,48,4.36,0.68,Baixa
Causa_1434,54,3.9,1.52,Baixa
Causa_1435,58,3.43,1.1,Média
Causa_1436,64,5.55,1.12,Alta
Causa_1437,61,4.94,1.15,Baixa
Causa_1438,71,3.2,1.5,Média
Causa_1439,52,5.11,1.15,Alta
Causa_1440,66,5.24,1.9,Média
Causa_1441,60,4.6,1.24,Alta
Causa_1442,64,5.78,1.52,Média
Causa_1443,56,4.67,1.44,Alta
Causa_1444,67,3.37,1.19,Alta
Causa_1445,62,4.79,1.02,Baixa
Causa_1446,55,4.7,1.3,Média
Causa_1447,59,4.02,1.35,Média
Causa_1448,58,4.96,1.03,Média
Causa_1449,63,3.17,1.25,Baixa
Causa_1450,51,5.29,1.57,Média
Causa_1451,59,3.8,1.82,Média
Causa_1452,62,3.71,1.46,Baixa
Causa_1453,60,4.41,1.76,Alta
Causa_1454,69,4.85,1.01,Baixa
Causa_1455,65,4.63,1.41,Média
Causa_1456,59,3.91,1.6,Média
Causa_1457,61,4.1,0.93,Alta
Causa_1458,62,3.59,1.05,Média
Causa_1459,62,4.32,1.72,Média
Causa_1460,47,5.36,0.91,Baixa
Causa_1461,57,4.5,0.8,Baixa
Causa_1462,49,5.19,1.66,Baixa
Causa_1463,68,5.66,1.56,Alta
Causa_1464,59,4.03,1.33,Baixa
Causa_1465,58,4.35,1.19,Média
Causa_1466,66,6.24,1.07,Baixa
Causa_1467,62,5.66,1.28,Alta
Causa_1468,52,3.16,1.67,Média
Causa_1469,59,4.81,1.27,Baixa
Causa_1470,57,4.5,1.85,Baixa
Causa_1471,47,5.16,0.93,Média
Causa_1472,55,3.9,1.19,Média
Causa_1473,58,3.83,1.09,Alta
Causa_1474,59,3.96,0.87,Média
Causa_1475,49,4.04,1.15,Média
Causa_1476,68,5.15,1.33,Alta
Causa_1477,59,3.56,1.36,Alta
Causa_1478,60,4.0,1.85,Alta
Causa_1479,62,3.07,1.34,Média
Causa_1480,54,5.31,1.55,Alta
Causa_1481,63,5.52,1.22,Média
Causa_1482,57,4.24,1.7,Alta
Causa_1483,53,4.26,1.92,Média
Causa_1484,64,4.86,1.36,Média
Causa_1485,70,5.68,0.9,Média
Causa_1486,65,4.83,1.04,Média
Causa_1487,66,3.94,1.28,Média
Causa_1488,56,3.2,1.34,Alta
Causa_1489,48,3.61,1.41,Baixa
Causa_1490,70,4.56,1.34,Alta
Causa_1491,74,3.98,1.2,Alta
Causa_1492,70,4.66,1.01,Média
Causa_1493,57,4.06,1.32,Alta
Causa_1494,51,3.65,1.76,Baixa
Causa_1495,52,3.56,1.51,Alta
Causa_1496,48,5.75,1.36,Média
Causa_1497,59,5.21,1.51,Alta
Causa_1498,71,5.88,1.09,Alta
Causa_1499,59,4.93,1.05,Alta
Causa_1500,62,4.16,0.98,Baixa
Causa_1501,69,5.56,1.16,Baixa
Causa_1502,57,4.47,1.07,Média
Causa_1503,74,4.68,1.56,Baixa
Causa_1504,73,4.47,1.06,Média
Causa_1505,59,2.14,0.96,Baixa
Causa_1506,55,5.78,1.78,Baixa
Causa_1507,64,4.89,1.06,Alta
Causa_1508,57,4.76,1.25,Média
Causa_1509,51,4.45,1.34,Média
Causa_1510,68,4.63,0.86,Alta
Causa_1511,68,4.02,1.57,Alta
Causa_1512,61,4.99,1.39,Baixa
Causa_1513,51,3.45,1.67,Baixa
Causa_1514,51,4.65,1.0,Média
Causa_1515,60,4.95,1.23,Baixa
Causa_1516,56,4.34,1.21,Baixa
Causa_1517,57,4.8,1.28,Alta
Causa_1518,67,3.71,0.76,Alta
Causa_1519,65,3.73,1.23,Alta
Causa_1520,69,4.69,0.77,Alta
Causa_1521,53,5.04,1.31,Alta
Causa_1522,57,3.0,0.56,Média
Causa_1523,65,4.92,0.64,Baixa
Causa_1524,63,4.07,1.45,Baixa
Causa_1525,70,4.35,1.04,Média
Causa_1526,62,3.43,0.9,Baixa
Causa_1527,72,3.82,1.58,Média
Causa_1528,63,5.27,1.3,Baixa
Causa_1529,67,4.53,1.46,Média
Causa_1530,57,4.19,1.15,Alta
Causa_1531,60,4.41,2.0,Baixa
Causa_1532,66,4.89,1.02,Alta
Causa_1533,71,4.85,1.72,Média
Causa_1534,65,4.44,1.18,Alta
Causa_1535,59,5.37,0.7,Média
Causa_1536,69,5.28,1.34,Baixa
Causa_1537,44,4.83,1.29,Alta
Causa_1538,50,4.54,0.88,Baixa
Causa_1539,64,5.03,0.92,Alta
Causa_1540,60,4.75,1.19,Alta
Causa_1541,64,5.35,1.3,Alta
Causa_1542,60,5.22,0.46,Média
Causa_1543,63,3.69,1.52,Alta
Causa_1544,54,3.63,1.05,Média
Causa_1545,63,3.94,0.8,Alta
Causa_1546,66,5.28,1.48,Alta
Causa_1547,68,3.24,1.19,Média
Causa_1548,74,4.82,1.56,Alta
Causa_1549,61,4.79,1.33,Alta
Causa_1550,61,5.43,1.2,Alta
Causa_1551,49,4.64,1.15,Média
Causa_1552,56,3.43,1.34,Média
Causa_1553,58,3.73,1.08,Alta
Causa_1554,67,3.55,0.94,Alta
Causa_1555,55,4.07,1.38,Média
Causa_1556,65,4.35,1.16,Alta
Causa_1557,59,3.57,1.21,Baixa
Causa_1558,58,5.68,1.53,Média
Causa_1559,61,3.44,1.17,Média
Causa_1560,57,5.58,1.2,Alta
Causa_1561,56,5.45,1.02,Média
Causa_1562,48,5.22,1.33,Baixa
Causa_1563,58,3.94,1.3,Média
Causa_1564,56,4.77,1.47,Média
Causa_1565,56,3.48,1.03,Média
Causa_1566,62,5.23,1.06,Média
Causa_1567,64,4.44,1.44,Alta
Causa_1568,61,4.17,1.28,Média
Causa_1569,66,3.52,0.93,Alta
Causa_1570,64,2.52,1.59,Média
Causa_1571,57,3.67,0.69,Baixa
Causa_1572,56,5.39,1.44,Baixa
Causa_1573,62,4.18,0.82,Média
Causa_1574,64,4.36,1.77,Alta
Causa_1575,69,5.02,0.74,Alta
Causa_1576,68,5.94,1.55,Média
Causa_1577,56,5.56,1.18,Baixa
Causa_1578,59,3.72,1.09,Média
Causa_1579,64,2.95,1.26,Alta
Causa_1580,67,6.39,1.39,Baixa
Causa_1581,66,6.32,0.93,Baixa
Causa_1582,59,4.65,0.96,Média
Causa_1583,51,3.48,1.39,Média
Causa_1584,53,5.27,0.69,Média
Causa_1585,61,4.41,1.02,Média
Causa_1586,62,4.41,2.11,Baixa
Causa_1587,52,5.22,0.91,Alta
Causa_1588,60,4.77,1.54,Média
Causa_1589,64,3.55,1.02,Média
Causa_1590,51,4.24,1.35,Baixa
Causa_1591,67,5.03,1.4,Baixa
Causa_1592,57,4.91,1.54,Baixa
Causa_1593,68,4.71,1.14,Média
Causa_1594,56,5.25,1.8,Baixa
Causa_1595,52,4.21,1.02,Média
Causa_1596,56,4.64,1.27,Média
Causa_1597,59,1.8,1.27,Alta
Causa_1598,57,4.14,0.86,Baixa
Causa_1599,58,5.11,1.11,Baixa
Causa_1600,62,4.19,1.25,Alta
Causa_1601,58,4.13,1.07,Alta
Causa_1602,59,3.67,1.93,Baixa
Causa_1603,48,5.3,0.95,Média
Causa_1604,62,4.94,1.55,Baixa
Causa_1605,59,5.16,1.46,Alta
Causa_1606,71,3.12,1.2,Alta
Causa_1607,53,4.37,0.94,Média
Causa_1608,47,4.28,0.97,Alta
Causa_1609,64,4.28,1.04,Alta
Causa_1610,62,4.01,0.66,Alta
Causa_1611,52,4.22,0.9,Alta
Causa_1612,49,5.18,0.76,Alta
Causa_1613,70,2.97,1.6,Baixa
Causa_1614,69,5.92,1.39,Alta
Causa_1615,42,4.89,1.44,Média
Causa_1616,56,4.47,1.38,Baixa
Causa_1617,71,5.23,1.25,Média
Causa_1618,56,3.34,1.64,Média
Causa_1619,56,3.97,1.02,Média
Causa_1620,58,4.4,1.23,Baixa
Causa_1621,52,5.59,1.42,Baixa
Causa_1622,48,4.46,0.8,Média
Causa_1623,67,4.86,2.13,Baixa
Causa_1624,47,4.03,1.21,Média
Causa_1625,61,4.89,1.24,Alta
Causa_1626,66,5.84,1.58,Baixa
Causa_1627,49,5.3,1.47,Média
Causa_1628,53,4.43,1.21,Baixa
Causa_1629,68,5.04,1.24,Alta
Causa_1630,63,4.96,0.75,Alta
Causa_1631,55,4.91,1.03,Baixa
Causa_1632,68,5.39,1.36,Alta
Causa_1633,68,5.38,1.33,Baixa
Causa_1634,61,4.4,1.57,Baixa
Causa_1635,53,5.01,1.16,Baixa
Causa_1636,57,4.19,0.78,Média
Causa_1637,62,3.76,1.52,Média
Causa_1638,58,4.28,1.63,Baixa
Causa_1639,66,4.44,1.47,Média
Causa_1640,49,3.17,1.15,Média
Causa_1641,49,5.19,1.51,Baixa
Causa_1642,61,2.29,2.23,Média
Causa_1643,56,6.67,1.23,Baixa
Causa_1644,55,5.7,0.81,Alta
Causa_1645,47,4.29,1.02,Alta
Causa_1646,60,4.51,1.39,Média
Causa_1647,59,4.74,0.72,Alta
Causa_1648,64,4.03,1.25,Média
Causa_1649,60,4.65,1.31,Alta
Causa_1650,59,4.38,1.66,Baixa
Causa_1651,68,4.42,1.59,Alta
Causa_1652,50,4.65,1.46,Média
Causa_1653,63,3.45,0.55,Alta
Causa_1654,48,4.53,1.48,Média
Causa_1655,54,4.63,1.41,Alta
Causa_1656,51,4.6,1.28,Alta
Causa_1657,65,4.33,0.68,Média
Causa_1658,59,5.41,0.97,Alta
Causa_1659,59,4.22,0.85,Alta
Causa_1660,52,4.68,0.6,Média
Causa_1661,57,5.54,1.2,Alta
Causa_1662,54,4.44,0.96,Média
Causa_1663,62,4.67,1.99,Alta
Causa_1664,53,4.42,1.15,Alta
Causa_1665,69,5.49,1.59,Média
Causa_1666,48,4.29,0.73,Alta
Causa_1667,54,5.53,1.04,Baixa
Causa_1668,71,4.42,1.23,Baixa
Causa_1669,56,3.81,0.93,Alta
Causa_1670,50,5.04,1.07,Baixa
Causa_1671,61,4.26,1.13,Alta
Causa_1672,56,5.0,1.13,Alta
Causa_1673,54,2.32,1.76,Alta
Causa_1674,52,4.5,1.31,Média
Causa_1675,79,4.13,1.34,Média
Causa_1676,58,3.65,1.36,Alta
Causa_1677,46,4.06,1.38,Baixa
Causa_1678,70,4.04,1.18,Média
Causa_1679,64,4.46,1.1,Alta
Causa_1680,54,3.41,1.25,Média
Causa_1681,53,4.75,1.55,Baixa
Causa_1682,64,5.59,1.54,Alta
Causa_1683,58,4.72,1.13,Alta
Causa_1684,46,5.15,1.43,Média
Causa_1685,72,5.38,1.14,Média
Causa_1686,56,5.49,1.21,Média
Causa_1687,70,6.0,1.06,Alta
Causa_1688,68,4.1,1.15,Média
Causa_1689,52,3.93,1.6,Média
Causa_1690,67,5.13,1.23,Média
Causa_1691,55,5.07,1.24,Alta
Causa_1692,46,5.12,0.77,Média
Causa_1693,57,6.01,1.11,Alta
Causa_1694,62,4.51,1.13,Média
Causa_1695,56,4.84,0.95,Baixa
Causa_1696,57,3.72,1.21,Média
Causa_1697,68,6.21,1.07,Alta
Causa_1698,60,4.23,1.22,Média
Causa_1699,54,4.25,1.24,Baixa
Causa_1700,64,4.22,0.91,Média
Causa_1701,61,3.98,1.08,Média
Causa_1702,42,3.92,1.22,Alta
Causa_1703,62,4.08,1.56,Média
Causa_1704,62,3.41,1.28,Média
Causa_1705,60,3.87,1.0,Baixa
Causa_1706,66,6.06,1.32,Média
Causa_1707,55,5.09,1.71,Média
Causa_1708,62,5.24,1.48,Média
Causa_1709,49,5.44,1.36,Alta
Causa_1710,62,5.97,1.42,Baixa
Causa_1711,73,3.08,1.63,Média
Causa_1712,53,3.52,1.52,Baixa
Causa_1713,54,3.86,1.37,Média
Causa_1714,55,4.12,1.52,Alta
Causa_1715,60,4.26,0.88,Média
Causa_1716,52,4.14,0.75,Alta
Causa_1717,62,4.68,1.25,Alta
Causa_1718,65,4.53,1.22,Alta
Causa_1719,63,3.92,1.04,Média
Causa_1720,47,2.76,1.45,Média
Causa_1721,66,3.71,0.64,Alta
Causa_1722,66,4.06,1.04,Média
Causa_1723,65,4.3,1.05,Média
Causa_1724,62,3.6,0.71,Baixa
Causa_1725,61,4.11,1.65,Média
Causa_1726,67,3.6,0.79,Média
Causa_1727,73,4.4,1.02,Alta
Causa_1728,53,3.64,1.47,Média
Causa_1729,67,3.82,1.39,Média
Causa_1730,59,3.45,0.87,Baixa
Causa_1731,59,4.38,1.4,Alta
Causa_1732,49,3.81,1.29,Média
Causa_1733,58,5.23,1.9,Média
Causa_1734,53,4.82,1.32,Alta
Causa_1735,56,4.44,1.16,Média
Causa_1736,52,3.86,0.94,Baixa
Causa_1737,56,4.8,0.98,Média
Causa_1738,57,5.05,0.95,Baixa
Causa_1739,60,4.61,1.61,Alta
Causa_1740,48,5.78,1.21,Média
Causa_1741,49,4.87,1.37,Média
Causa_1742,62,5.23,1.65,Média
Causa_1743,54,4.61,0.49,Baixa
Causa_1744,67,5.04,1.58,Alta
Causa_1745,61,3.86,1.22,Baixa
Causa_1746,64,4.13,1.33,Média
Causa_1747,69,4.78,0.95,Alta
Causa_1748,57,4.77,0.97,Baixa
Causa_1749,55,4.91,1.35,Média
Causa_1750,66,5.38,1.92,Baixa
Causa_1751,63,3.36,1.5,Alta
Causa_1752,58,3.72,1.58,Baixa
Causa_1753,69,4.68,1.14,Média
Causa_1754,58,3.92,1.02,Alta
Causa_1755,60,7.2,0.97,Média
Causa_1756,60,4.91,1.05,Alta
Causa_1757,53,4.44,0.58,Média
Causa_1758,60,4.09,0.98,Alta
Causa_1759,69,4.12,1.03,Alta
Causa_1760,63,4.52,1.15,Alta
Causa_1761,60,4.59,1.24,Média
Causa_1762,58,4.13,1.31,Média
Causa_1763,62,4.28,1.2,Média
Causa_1764,65,5.58,1.03,Alta
Causa_1765,64,5.61,0.61,Média
Causa_1766,57,4.7,1.03,Média
Causa_1767,62,3.43,0.91,Alta
Causa_1768,63,4.93,1.34,Baixa
Causa_1769,52,5.74,1.47,Média
Causa_1770,61,5.6,1.48,Média
Causa_1771,44,5.09,1.43,Alta
Causa_1772,63,5.64,1.16,Alta
Causa_1773,64,4.54,1.04,Baixa
Causa_1774,65,5.0,0.98,Baixa
Causa_1775,57,3.96,0.75,Alta
Causa_1776,62,4.73,1.5,Alta
Causa_1777,69,5.56,1.15,Média
Causa_1778,69,4.03,0.83,Média
Causa_1779,59,3.81,0.95,Baixa
Causa_1780,60,4.58,0.94,Alta
Causa_1781,67,4.32,1.21,Média
Causa_1782,49,5.02,1.52,Alta
Causa_1783,57,4.14,1.1,Alta
Causa_1784,69,5.87,0.52,Alta
Causa_1785,66,3.47,1.14,Baixa
Causa_1786,62,5.5,1.15,Média
Causa_1787,49,3.89,1.13,Baixa
Causa_1788,59,3.06,1.01,Alta
Causa_1789,55,4.69,1.27,Alta
Causa_1790,62,4.3,1.22,Alta
Causa_1791,54,3.61,1.19,Alta
Causa_1792,52,3.15,1.32,Baixa
Causa_1793,45,4.49,1.07,Alta
Causa_1794,68,5.28,1.05,Alta
Causa_1795,57,4.97,1.61,Alta
Causa_1796,61,4.55,1.37,Alta
Causa_1797,59,4.88,1.45,Média
Causa_1798,52,4.48,1.57,Média
Causa_1799,51,3.36,1.36,Média
Causa_1800,52,3.36,1.48,Média
Causa_1801,54,4.34,0.73,Alta
Causa_1802,62,4.37,1.26,Alta
Causa_1803,54,5.18,1.15,Média
Causa_1804,72,5.11,1.7,Média
Causa_1805,67,4.98,1.48,Alta
Causa_1806,65,4.28,1.01,Alta
Causa_1807,59,3.4,1.31,Alta
Causa_1808,70,4.83,1.25,Alta
Causa_1809,58,4.92,1.34,Alta
Causa_1810,59,2.59,0.89,Alta
Causa_1811,61,3.83,1.31,Média
Causa_1812,64,3.95,1.13,Alta
Causa_1813,64,4.59,1.28,Alta
Causa_1814,56,3.86,0.98,Baixa
Causa_1815,56,4.47,1.02,Média
Causa_1816,64,4.33,1.55,Baixa
Causa_1817,65,4.37,0.88,Alta
Causa_1818,57,3.93,0.91,Média
Causa_1819,48,3.99,1.18,Alta
Causa_1820,58,3.64,0.97,Média
Causa_1821,64,4.8,0.93,Alta
Causa_1822,72,4.96,1.23,Alta
Causa_1823,51,3.88,0.75,Baixa
Causa_1824,57,5.72,0.9,Média
Causa_1825,57,4.25,1.82,Baixa
Causa_1826,69,5.72,1.34,Alta
Causa_1827,59,3.99,0.98,Alta
Causa_1828,53,2.88,1.33,Média
Causa_1829,63,4.82,1.37,Média
Causa_1830,57,4.7,1.5,Média
Causa_1831,51,4.53,1.16,Baixa
Causa_1832,53,3.99,1.49,Alta
Causa_1833,72,4.47,0.59,Média
Causa_1834,62,4.09,0.88,Alta
Causa_1835,60,4.26,1.25,Alta
Causa_1836,58,5.17,1.3,Média
Causa_1837,62,4.65,0.93,Média
Causa_1838,61,4.99,1.28,Alta
Causa_1839,62,4.31,1.01,Alta
Causa_1840,60,4.23,1.12,Média
Causa_1841,66,3.58,1.51,Média
Causa_1842,60,4.2,1.47,Alta
Causa_1843,53,1.84,0.9,Alta
Causa_1844,55,4.03,0.88,Alta
Causa_1845,46,4.43,1.08,Baixa
Causa_1846,74,4.95,1.19,Baixa
Causa_1847,66,4.29,1.0,Média
Causa_1848,54,4.78,1.51,Baixa
Causa_1849,58,2.76,1.3,Média
Causa_1850,55,4.45,1.32,Alta
Causa_1851,70,3.16,0.82,Alta
Causa_1852,50,3.53,1.55,Baixa
Causa_1853,60,4.35,0.35,Média
Causa_1854,59,5.52,1.45,Baixa
Causa_1855,65,4.8,1.48,Baixa
Causa_1856,59,4.51,1.07,Média
Causa_1857,47,4.48,1.58,Alta
Causa_1858,58,3.93,1.18,Alta
Causa_1859,53,4.06,1.22,Alta
Causa_1860,60,4.84,1.3,Alta
Causa_1861,70,3.39,2.16,Média
Causa_1862,47,4.97,1.6,Alta
Causa_1863,54,4.19,1.41,Alta
Causa_1864,56,5.16,0.93,Média
Causa_1865,57,5.27,1.24,Alta
Causa_1866,65,3.16,0.96,Média
Causa_1867,58,4.03,1.45,Média
Causa_1868,62,3.82,1.24,Média
Causa_1869,55,3.05,0.86,Baixa
Causa_1870,61,3.67,1.22,Alta
Causa_1871,65,6.45,0.95,Alta
Causa_1872,54,4.99,1.25,Baixa
Causa_1873,65,6.03,0.94,Média
Causa_1874,60,5.16,1.21,Média
Causa_1875,67,3.91,1.43,Alta
Causa_1876,58,4.19,1.18,Baixa
Causa_1877,62,4.97,1.08,Baixa
Causa_1878,59,4.85,1.26,Média
Causa_1879,59,4.04,1.41,Alta
Causa_1880,61,3.29,0.87,Baixa
Causa_1881,63,7.13,1.28,Média
Causa_1882,51,4.39,1.6,Média
Causa_1883,70,4.24,1.37,Alta
Causa_1884,46,4.59,1.22,Média
Causa_1885,55,4.31,1.39,Alta
Causa_1886,59,4.6,1.34,Alta
Causa_1887,62,5.53,1.43,Média
Causa_1888,71,4.4,0.59,Alta
Causa_1889,46,3.57,0.73,Média
Causa_1890,56,4.37,1.5,Média
Causa_1891,45,4.13,0.75,Alta
Causa_1892,60,5.64,1.32,Média
Causa_1893,61,5.44,1.09,Baixa
Causa_1894,71,4.59,0.9,Alta
Causa_1895,60,3.48,1.3,Média
Causa_1896,67,3.52,1.26,Alta
Causa_1897,64,4.51,1.83,Média
Causa_1898,56,4.77,1.01,Alta
Causa_1899,50,4.2,1.63,Alta
Causa_1900,61,4.12,1.31,Alta
Causa_1901,49,4.03,1.0,Baixa
Causa_1902,69,4.48,1.44,Média
Causa_1903,58,2.59,1.37,Média
Causa_1904,68,3.62,1.21,Alta
Causa_1905,56,4.0,1.28,Média
Causa_1906,61,5.47,1.02,Alta
Causa_1907,61,3.85,0.95,Alta
Causa_1908,59,4.64,1.43,Média
Causa_1909,56,4.68,1.13,Alta
Causa_1910,62,5.54,1.18,Alta
Causa_1911,53,5.51,1.28,Média
Causa_1912,51,4.45,1.28,Baixa
Causa_1913,68,4.12,0.77,Alta
Causa_1914,65,3.97,1.59,Alta
Causa_1915,60,4.31,1.24,Alta
Causa_1916,71,4.15,1.14,Baixa
Causa_1917,58,4.94,1.33,Baixa
Causa_1918,69,4.84,1.27,Média
Causa_1919,61,4.97,1.43,Baixa
Causa_1920,52,5.51,1.36,Média
Causa_1921,72,5.99,1.42,Baixa
Causa_1922,66,4.6,1.61,Alta
Causa_1923,59,5.38,1.47,Alta
Causa_1924,65,4.22,1.15,Média
Causa_1925,57,5.45,0.86,Alta
Causa_1926,65,5.35,1.7,Média
Causa_1927,43,5.31,1.13,Alta
Causa_1928,52,4.58,1.06,Média
Causa_1929,66,3.97,0.68,Alta
Causa_1930,58,3.38,1.3,Alta
Causa_1931,61,4.47,1.24,Baixa
Causa_1932,50,5.73,0.75,Baixa
Causa_1933,72,4.25,1.34,Baixa
Causa_1934,68,5.13,1.05,Média
Causa_1935,58,5.18,2.01,Média
Causa_1936,57,4.27,1.03,Média
Causa_1937,67,5.55,1.07,Alta
Causa_1938,73,2.17,0.94,Alta
Causa_1939,66,3.52,1.58,Alta
Causa_1940,75,3.77,1.09,Baixa
Causa_1941,53,3.84,0.98,Alta
Causa_1942,54,4.77,1.41,Baixa
Causa_1943,51,4.73,0.79,Média
Causa_1944,63,4.82,1.39,Média
Causa_1945,61,4.98,1.73,Alta
Causa_1946,58,3.74,1.37,Alta
Causa_1947,65,3.53,1.39,Baixa
Causa_1948,68,4.82,1.46,Alta
Causa_1949,49,4.0,1.71,Alta
Causa_1950,55,3.24,1.56,Alta
Causa_1951,65,5.28,1.33,Alta
Causa_1952,56,5.62,1.47,Alta
Causa_1953,54,5.75,0.93,Média
Causa_1954,67,4.65,1.43,Média
Causa_1955,50,5.0,0.9,Média
Causa_1956,57,5.6,1.09,Alta
Causa_1957,62,3.99,0.28,Baixa
Causa_1958,55,5.39,1.32,Média
Causa_1959,65,4.72,1.01,Alta
Causa_1960,56,5.23,1.53,Alta
Causa_1961,69,4.65,1.32,Alta
Causa_1962,59,5.54,1.54,Média
Causa_1963,64,4.68,0.87,Média
Causa_1964,65,3.31,1.51,Baixa
Causa_1965,55,5.66,1.83,Alta
Causa_1966,45,3.74,1.43,Média
Causa_1967,62,5.5,1.44,Alta
Causa_1968,60,4.43,1.25,Alta
Causa_1969,63,5.44,1.04,Média
Causa_1970,58,5.41,1.43,Alta
Causa_1971,56,4.84,0.75,Média
Causa_1972,74,4.91,1.07,Média
Causa_1973,49,4.84,0.67,Baixa
Causa_1974,65,2.89,0.99,Alta
Causa_1975,55,4.59,1.39,Baixa
Causa_1976,57,3.61,1.35,Baixa
Causa_1977,57,4.64,1.22,Baixa
Causa_1978,54,3.59,1.25,Média
Causa_1979,63,3.55,0.63,Baixa
Causa_1980,69,5.78,1.09,Média
Causa_1981,63,5.36,1.0,Alta
Causa_1982,60,4.5,1.0,Média
Causa_1983,53,4.65,1.38,Média
Causa_1984,63,4.3,0.94,Baixa
Causa_1985,75,4.96,1.02,Média
Causa_1986,57,3.96,0.57,Alta
Causa_1987,57,5.29,1.11,Média
Causa_1988,56,4.3,0.87,Baixa
Causa_1989,56,4.16,1.22,Alta
Causa_1990,40,4.52,0.91,Alta
Causa_1991,62,4.03,1.23,Média
Causa_1992,54,4.76,1.16,Alta
Causa_1993,48,4.07,1.7,Alta
Causa_1994,65,4.87,1.35,Alta
Causa_1995,52,5.47,0.65,Baixa
Causa_1996,57,3.92,0.82,Alta
Causa_1997,70,4.4,1.22,Média
Causa_1998,50,4.87,0.92,Média
Causa_1999,49,4.15,0.31,Baixa
Causa_2000,61,4.87,1.6,Baixa
