RootCause,Ocorrencias_anteriores,Tempo_medio_resolucao,Desvio_padrao,Prioridade_resolucao
Cabo rompido,7,5.3,0.6,Média
Atualização mal aplicada,10,5.8,1.0,Baixa
Manutenção mal sucedida,8,4.1,0.8,Média
Falha de roteador,14,4.9,0.3,Baixa
Interferência externa,7,4.9,0.9,Baixa
Erro de firmware,8,6.2,0.6,Média
Cabo rompido,10,3.4,0.6,Média
Cabo rompido,6,4.9,0.7,Alta
Falta de energia,16,7.9,0.4,Alta
Curto-circuito,10,6.7,0.6,Alta
Cabo rompido,5,7.0,0.9,Alta
Erro de firmware,8,5.0,0.3,Alta
Atualização mal aplicada,2,5.5,0.5,Alta
Falha de roteador,13,6.5,0.3,Alta
Conexão instável,10,7.3,0.6,Média
Interferência externa,9,2.1,0.8,Alta
Conexão instável,13,3.0,0.9,Alta
Erro de firmware,9,7.0,1.0,Média
Atualização mal aplicada,10,4.6,0.7,Média
Atualização mal aplicada,8,4.0,0.5,Média
Curto-circuito,10,3.1,0.9,Média
Erro de firmware,6,4.2,0.8,Baixa
Falha de roteador,8,2.9,0.7,Média
Conexão instável,5,8.1,0.8,Média
Falta de energia,9,5.0,0.9,Baixa
Interferência externa,7,4.9,0.8,Baixa
Interferência externa,5,5.9,0.6,Média
Atualização mal aplicada,8,6.4,0.8,Média
Erro de firmware,15,6.4,0.3,Alta
Atualização mal aplicada,5,6.6,0.6,Média
Conexão instável,18,4.1,0.6,Baixa
Manutenção mal sucedida,9,4.6,0.4,Média
Cabo rompido,8,6.2,0.3,Baixa
Erro de firmware,10,4.2,0.4,Média
Falha de roteador,14,5.0,0.8,Baixa
Falta de energia,11,5.6,0.9,Média
Falha de roteador,10,6.2,1.0,Alta
Atualização mal aplicada,11,2.3,0.5,Média
Conexão instável,13,6.1,0.7,Alta
Erro de firmware,9,4.6,1.0,Alta
Atualização mal aplicada,9,6.1,0.4,Baixa
Curto-circuito,10,6.2,0.8,Alta
Atualização mal aplicada,11,7.4,0.8,Média
Atualização mal aplicada,13,7.0,0.4,Alta
Curto-circuito,7,7.0,0.9,Alta
Cabo rompido,7,7.2,0.9,Baixa
Falha de roteador,11,5.4,0.3,Alta
Falta de energia,6,5.0,0.4,Média
Interferência externa,14,6.3,0.3,Média
Cabo rompido,12,6.1,0.5,Média
Cabo rompido,5,4.5,0.7,Baixa
Atualização mal aplicada,9,5.6,0.7,Média
Falha de roteador,18,4.9,0.5,Média
Falta de energia,8,3.7,0.9,Baixa
Atualização mal aplicada,12,6.9,0.6,Alta
Manutenção mal sucedida,12,5.1,0.3,Média
Atualização mal aplicada,3,8.1,0.5,Baixa
Erro de firmware,8,2.6,0.7,Média
Falta de energia,10,4.2,0.6,Baixa
Interferência externa,7,5.0,0.5,Média
Falta de energia,9,6.7,0.4,Baixa
Interferência externa,12,5.6,0.9,Baixa
Curto-circuito,11,5.5,1.0,Alta
Interferência externa,12,3.3,0.5,Alta
Atualização mal aplicada,11,3.3,0.6,Média
Manutenção mal sucedida,7,5.5,0.7,Média
Erro de firmware,10,3.0,0.8,Alta
Interferência externa,4,4.2,0.6,Alta
Erro de firmware,8,5.8,0.9,Alta
Falha de roteador,10,3.5,0.7,Baixa
Erro de firmware,8,7.4,0.6,Média
Falta de energia,7,6.8,0.8,Média
Atualização mal aplicada,12,2.6,1.0,Alta
Atualização mal aplicada,9,3.6,0.9,Alta
Conexão instável,13,1.6,0.3,Alta
Cabo rompido,4,3.8,0.5,Alta
Interferência externa,8,6.1,0.6,Baixa
Cabo rompido,14,4.4,0.5,Baixa
Manutenção mal sucedida,12,5.7,0.8,Alta
Curto-circuito,4,2.7,0.9,Alta
Cabo rompido,8,6.2,0.8,Alta
Interferência externa,13,4.2,1.0,Média
Falha de roteador,13,5.0,0.5,Alta
Erro de firmware,9,4.9,0.9,Alta
Erro de firmware,7,3.1,0.8,Alta
Falta de energia,11,3.3,0.6,Média
Conexão instável,10,6.5,0.8,Média
Manutenção mal sucedida,11,5.6,0.4,Média
Manutenção mal sucedida,10,6.6,0.9,Alta
Falha de roteador,7,5.5,0.7,Baixa
Cabo rompido,8,5.2,0.5,Baixa
Falta de energia,10,2.4,0.8,Alta
Atualização mal aplicada,7,4.6,0.7,Alta
Atualização mal aplicada,14,5.0,0.4,Média
Conexão instável,14,7.9,0.3,Alta
Erro de firmware,11,6.0,0.6,Média
Interferência externa,10,7.3,0.7,Média
Falta de energia,11,5.9,0.9,Média
Falta de energia,9,3.9,0.9,Alta
Curto-circuito,10,5.2,0.7,Média
Curto-circuito,6,5.4,0.8,Baixa
Curto-circuito,10,3.6,0.6,Alta
Manutenção mal sucedida,5,4.4,0.8,Média
Atualização mal aplicada,11,4.7,0.4,Alta
Interferência externa,5,7.4,0.6,Alta
Falha de roteador,7,1.9,0.7,Média
Curto-circuito,7,6.8,0.3,Alta
Falta de energia,16,3.6,0.8,Alta
Erro de firmware,8,2.9,0.9,Alta
Interferência externa,8,6.8,0.6,Média
Manutenção mal sucedida,16,6.1,0.6,Média
Curto-circuito,12,6.9,0.9,Alta
Conexão instável,21,6.2,0.8,Média
Falha de roteador,13,8.1,0.5,Alta
Manutenção mal sucedida,11,5.8,0.5,Média
Cabo rompido,15,4.8,0.8,Média
Falha de roteador,13,5.5,0.7,Média
Falha de roteador,10,6.9,0.4,Baixa
Falta de energia,9,3.8,0.5,Baixa
Cabo rompido,16,4.0,0.9,Alta
Falta de energia,8,4.5,0.8,Baixa
Manutenção mal sucedida,9,1.8,1.0,Alta
Cabo rompido,9,5.2,0.8,Baixa
Conexão instável,12,2.2,1.0,Alta
Manutenção mal sucedida,8,5.1,0.5,Alta
Cabo rompido,6,6.3,0.8,Alta
Interferência externa,9,4.3,0.3,Alta
Erro de firmware,13,7.5,0.8,Média
Conexão instável,9,2.8,0.6,Baixa
Interferência externa,14,6.8,0.5,Média
Erro de firmware,10,6.0,0.9,Média
Erro de firmware,13,2.4,0.9,Média
Curto-circuito,9,9.1,0.3,Alta
Falha de roteador,10,4.9,0.7,Alta
Cabo rompido,13,3.7,0.6,Alta
Curto-circuito,7,2.9,0.6,Alta
Manutenção mal sucedida,7,4.7,0.9,Alta
Conexão instável,11,4.8,0.5,Alta
Falha de roteador,11,5.2,1.0,Alta
Conexão instável,8,4.6,0.4,Alta
Falta de energia,11,5.9,0.8,Baixa
Cabo rompido,11,4.4,0.8,Alta
Manutenção mal sucedida,12,2.1,0.5,Média
Erro de firmware,7,4.8,0.5,Média
Conexão instável,6,1.4,0.9,Média
Atualização mal aplicada,18,5.5,0.8,Alta
Cabo rompido,7,3.5,0.5,Alta
Erro de firmware,13,5.2,0.7,Alta
Curto-circuito,11,7.0,0.3,Alta
Interferência externa,14,3.6,0.4,Alta
Curto-circuito,11,6.6,0.6,Média
Conexão instável,18,4.3,0.4,Média
Falha de roteador,11,7.6,0.9,Média
Falta de energia,12,4.5,0.8,Média
Cabo rompido,7,3.7,1.0,Alta
Cabo rompido,15,6.0,0.8,Baixa
Atualização mal aplicada,6,4.3,1.0,Alta
Falta de energia,6,3.7,0.7,Média
Falha de roteador,7,4.3,0.7,Média
Erro de firmware,12,4.9,1.0,Média
Interferência externa,13,7.0,0.7,Alta
Interferência externa,9,2.1,0.3,Média
Falha de roteador,8,5.0,0.8,Alta
Interferência externa,11,5.9,0.9,Alta
Cabo rompido,15,5.3,0.9,Alta
Cabo rompido,15,7.0,0.7,Alta
Conexão instável,12,4.9,0.8,Média
Atualização mal aplicada,7,4.7,1.0,Baixa
Erro de firmware,5,5.9,0.4,Alta
Manutenção mal sucedida,5,5.1,0.8,Baixa
Atualização mal aplicada,13,4.4,0.5,Baixa
Cabo rompido,6,5.8,0.7,Baixa
Erro de firmware,7,4.0,0.7,Baixa
Manutenção mal sucedida,13,4.1,0.4,Alta
Conexão instável,11,4.2,0.4,Alta
Erro de firmware,12,7.0,0.7,Média
Atualização mal aplicada,11,0.2,0.4,Média
Cabo rompido,15,5.6,0.5,Baixa
Manutenção mal sucedida,6,5.1,0.9,Baixa
Manutenção mal sucedida,15,2.5,0.5,Média
Atualização mal aplicada,11,5.5,0.6,Alta
Manutenção mal sucedida,9,5.7,1.0,Alta
Falha de roteador,16,5.9,0.5,Alta
Interferência externa,14,1.0,0.6,Média
Erro de firmware,7,7.0,0.7,Média
Erro de firmware,8,3.9,0.8,Baixa
Erro de firmware,11,6.0,0.9,Média
Falta de energia,7,6.1,0.9,Baixa
Cabo rompido,11,3.7,0.8,Média
Atualização mal aplicada,13,6.0,0.5,Baixa
Conexão instável,11,4.4,0.3,Alta
Falta de energia,11,1.9,0.6,Baixa
Cabo rompido,8,6.8,0.4,Média
Falta de energia,8,3.8,0.8,Alta
Manutenção mal sucedida,10,3.7,0.8,Alta
Atualização mal aplicada,18,4.4,0.3,Baixa
Falta de energia,8,5.4,0.9,Alta
Curto-circuito,8,4.9,0.5,Média
Interferência externa,9,5.8,0.6,Alta
Cabo rompido,11,3.0,0.8,Média
Falta de energia,13,3.9,0.6,Baixa
Interferência externa,4,4.8,0.6,Alta
Manutenção mal sucedida,6,7.8,0.3,Média
Falta de energia,16,4.8,0.6,Baixa
Erro de firmware,14,6.6,0.8,Média
Falha de roteador,12,5.1,0.9,Baixa
Interferência externa,6,4.3,0.6,Média
Falha de roteador,11,4.6,0.6,Alta
Atualização mal aplicada,9,4.7,0.8,Média
Manutenção mal sucedida,13,5.9,1.0,Média
Falta de energia,13,7.1,0.5,Alta
Falta de energia,14,5.5,0.6,Alta
Cabo rompido,11,6.8,0.9,Alta
Falha de roteador,9,3.6,0.7,Média
Curto-circuito,5,4.4,0.4,Baixa
Falha de roteador,14,3.9,0.7,Alta
Atualização mal aplicada,7,5.5,0.4,Média
Falha de roteador,8,4.5,0.7,Baixa
Manutenção mal sucedida,9,6.1,0.7,Alta
Atualização mal aplicada,6,3.6,0.9,Média
Manutenção mal sucedida,9,5.1,0.6,Baixa
Curto-circuito,12,6.0,0.5,Baixa
Interferência externa,12,1.9,0.5,Alta
Interferência externa,13,8.2,0.9,Alta
Falha de roteador,7,4.6,0.4,Alta
Falta de energia,11,2.0,0.6,Média
Interferência externa,9,5.2,0.4,Média
Curto-circuito,14,5.1,0.8,Média
Conexão instável,9,4.9,0.6,Alta
Falta de energia,7,6.5,0.5,Alta
Interferência externa,10,6.1,0.6,Média
Falta de energia,13,5.4,0.9,Média
Interferência externa,12,5.7,0.7,Média
Curto-circuito,10,4.8,0.8,Média
Interferência externa,10,7.7,0.9,Alta
Cabo rompido,15,2.8,0.9,Alta
Erro de firmware,17,5.2,0.5,Alta
Atualização mal aplicada,11,5.1,1.0,Alta
Conexão instável,6,6.2,0.3,Alta
Curto-circuito,5,3.7,0.6,Alta
Curto-circuito,9,2.4,0.9,Alta
Falta de energia,7,5.2,0.5,Alta
Curto-circuito,9,5.4,0.5,Média
Erro de firmware,12,7.2,0.5,Alta
Conexão instável,10,3.1,0.7,Média
Curto-circuito,8,6.7,0.6,Média
Conexão instável,6,8.6,0.8,Média
Atualização mal aplicada,7,4.4,0.9,Baixa
Falha de roteador,4,3.1,0.8,Alta
Falta de energia,9,4.4,0.4,Média
Falha de roteador,12,5.0,1.0,Baixa
Erro de firmware,7,5.8,0.5,Baixa
Curto-circuito,9,4.1,0.4,Alta
Interferência externa,18,7.3,0.4,Alta
Erro de firmware,8,3.3,0.7,Alta
Erro de firmware,6,2.4,0.4,Média
Atualização mal aplicada,13,6.7,0.4,Média
Curto-circuito,8,1.6,0.5,Alta
Curto-circuito,9,4.7,0.5,Média
Curto-circuito,10,9.7,0.7,Média
Falha de roteador,15,5.0,0.9,Média
Erro de firmware,13,3.3,0.8,Baixa
Falha de roteador,3,4.9,0.5,Média
Falta de energia,10,4.9,0.5,Alta
Interferência externa,11,5.2,1.0,Média
Falta de energia,18,6.0,0.3,Alta
Manutenção mal sucedida,6,3.4,0.9,Média
Atualização mal aplicada,10,7.5,0.4,Baixa
Cabo rompido,10,5.4,1.0,Baixa
Atualização mal aplicada,10,6.1,0.5,Média
Falha de roteador,11,4.1,0.6,Alta
Manutenção mal sucedida,14,6.9,0.8,Alta
Conexão instável,10,4.6,0.7,Média
Manutenção mal sucedida,11,5.4,0.5,Alta
Atualização mal aplicada,9,3.6,0.7,Média
Manutenção mal sucedida,6,3.5,0.8,Alta
Curto-circuito,10,6.0,0.3,Alta
Atualização mal aplicada,9,4.3,0.3,Alta
Erro de firmware,14,3.7,0.6,Baixa
Conexão instável,5,4.0,0.4,Média
Conexão instável,14,6.0,0.8,Alta
Conexão instável,12,4.1,0.4,Alta
Interferência externa,11,4.8,0.6,Média
Erro de firmware,13,5.0,0.4,Alta
Conexão instável,11,2.1,0.7,Média
Falha de roteador,6,2.8,0.4,Baixa
Falta de energia,11,5.5,0.3,Média
Conexão instável,9,3.9,0.3,Média
Curto-circuito,12,6.6,1.0,Média
Cabo rompido,5,6.5,0.4,Baixa
Cabo rompido,10,6.1,0.8,Baixa
Falta de energia,14,7.7,0.3,Média
Cabo rompido,10,4.9,0.4,Alta
Erro de firmware,9,6.0,0.7,Média
Falta de energia,10,4.1,0.6,Alta
Atualização mal aplicada,7,8.7,1.0,Média
Falha de roteador,10,8.0,1.0,Média
Conexão instável,5,5.0,0.8,Alta
Manutenção mal sucedida,17,5.6,0.7,Alta
Erro de firmware,6,7.0,0.6,Média
Interferência externa,8,4.8,0.5,Baixa
Erro de firmware,8,4.0,1.0,Média
Atualização mal aplicada,10,6.3,0.7,Média
Falha de roteador,9,5.1,0.7,Alta
Manutenção mal sucedida,7,5.3,0.5,Média
Falha de roteador,13,3.7,0.3,Média
Interferência externa,12,2.4,1.0,Média
Interferência externa,9,5.4,0.5,Alta
Conexão instável,8,6.4,0.6,Média
Cabo rompido,7,4.7,0.4,Alta
Falha de roteador,7,7.2,0.9,Alta
Curto-circuito,8,3.9,0.3,Baixa
Interferência externa,6,3.4,0.9,Alta
Manutenção mal sucedida,10,4.9,0.4,Alta
Curto-circuito,16,4.9,0.9,Média
Conexão instável,8,6.2,0.8,Baixa
Interferência externa,8,3.8,0.4,Média
Conexão instável,3,7.1,0.7,Média
Interferência externa,10,8.0,0.5,Baixa
Curto-circuito,6,4.9,0.4,Alta
Falta de energia,9,6.9,0.9,Alta
Atualização mal aplicada,10,3.4,0.6,Alta
Falha de roteador,11,6.6,0.6,Baixa
Erro de firmware,10,6.6,0.4,Alta
Falha de roteador,13,6.3,0.6,Alta
Cabo rompido,10,5.0,0.9,Média
Falta de energia,11,0.6,0.6,Média
Interferência externa,3,4.0,1.0,Média
Cabo rompido,7,4.1,1.0,Média
Atualização mal aplicada,12,3.5,0.4,Alta
Atualização mal aplicada,6,5.2,0.4,Média
Falha de roteador,6,4.4,0.9,Média
Falha de roteador,7,3.8,0.6,Baixa
Erro de firmware,7,3.4,0.3,Alta
Conexão instável,3,3.9,0.5,Baixa
Curto-circuito,10,6.7,0.7,Média
Falha de roteador,11,4.0,0.9,Alta
Erro de firmware,7,4.2,0.4,Média
Manutenção mal sucedida,11,4.3,0.4,Alta
Cabo rompido,13,5.5,0.9,Baixa
Falta de energia,6,5.7,0.8,Baixa
Curto-circuito,12,0.4,0.7,Alta
Curto-circuito,12,6.5,0.8,Alta
Falta de energia,7,7.2,0.6,Alta
Falta de energia,12,3.4,0.8,Alta
Manutenção mal sucedida,15,3.5,0.6,Alta
Cabo rompido,7,4.3,0.5,Alta
Atualização mal aplicada,9,3.9,0.8,Média
Falta de energia,10,5.3,0.6,Alta
Falha de roteador,9,2.1,1.0,Baixa
Conexão instável,6,3.3,0.5,Baixa
Atualização mal aplicada,9,7.3,0.9,Média
Atualização mal aplicada,13,3.6,1.0,Baixa
Manutenção mal sucedida,7,6.9,0.5,Alta
Cabo rompido,5,5.5,0.9,Alta
Conexão instável,13,2.3,0.6,Média
Conexão instável,10,6.0,0.9,Média
Curto-circuito,9,4.8,0.6,Média
Atualização mal aplicada,11,4.3,0.8,Baixa
Erro de firmware,15,5.4,0.6,Baixa
Atualização mal aplicada,10,5.7,0.5,Média
Interferência externa,13,6.1,0.4,Média
Conexão instável,12,6.8,0.6,Alta
Erro de firmware,10,5.6,0.8,Alta
Interferência externa,8,2.9,0.7,Média
Falha de roteador,9,4.3,0.8,Média
Erro de firmware,11,9.4,0.5,Média
Conexão instável,14,6.1,0.6,Alta
Conexão instável,6,8.6,0.3,Média
Falta de energia,14,7.1,0.9,Alta
Manutenção mal sucedida,8,5.4,1.0,Média
Falha de roteador,4,5.5,0.6,Alta
Falha de roteador,11,4.9,0.3,Alta
Falta de energia,7,2.4,0.4,Alta
Erro de firmware,14,5.0,0.8,Alta
Atualização mal aplicada,13,6.8,0.7,Baixa
Falha de roteador,7,4.1,0.9,Alta
Manutenção mal sucedida,14,5.6,0.5,Alta
Cabo rompido,6,6.3,0.8,Média
Falta de energia,17,3.6,0.8,Média
Cabo rompido,8,4.3,0.5,Alta
Erro de firmware,12,3.5,0.7,Alta
Atualização mal aplicada,13,3.8,0.4,Baixa
Erro de firmware,10,3.1,0.6,Média
Falta de energia,9,3.6,0.9,Alta
Curto-circuito,9,7.1,0.6,Média
Falha de roteador,10,3.6,0.9,Alta
Interferência externa,9,5.2,0.7,Alta
Manutenção mal sucedida,12,4.2,0.4,Média
Conexão instável,8,6.8,0.7,Baixa
Curto-circuito,12,7.0,0.7,Alta
Cabo rompido,11,6.3,0.6,Baixa
Manutenção mal sucedida,11,5.5,0.4,Alta
Manutenção mal sucedida,10,4.7,0.6,Alta
Erro de firmware,5,3.2,0.4,Alta
Interferência externa,17,7.9,0.4,Alta
Erro de firmware,10,3.9,0.6,Baixa
Falha de roteador,10,6.0,0.5,Média
Atualização mal aplicada,7,6.6,0.9,Alta
Falta de energia,6,4.2,0.6,Baixa
Cabo rompido,10,6.6,0.8,Baixa
Interferência externa,7,6.1,0.7,Média
Interferência externa,11,7.6,0.8,Baixa
Falta de energia,9,4.3,0.5,Alta
Atualização mal aplicada,11,3.1,1.0,Baixa
Conexão instável,10,4.2,0.7,Média
Conexão instável,4,5.3,0.9,Baixa
Curto-circuito,7,5.1,0.6,Média
Atualização mal aplicada,10,4.4,0.4,Alta
Manutenção mal sucedida,9,2.1,0.8,Média
Erro de firmware,10,5.7,0.3,Alta
Conexão instável,12,8.0,0.6,Alta
Curto-circuito,7,5.7,0.4,Alta
Erro de firmware,11,5.9,0.7,Baixa
Falha de roteador,10,5.9,1.0,Alta
Erro de firmware,10,5.6,0.6,Média
Manutenção mal sucedida,8,6.4,0.9,Alta
Erro de firmware,5,5.6,0.7,Baixa
Manutenção mal sucedida,12,4.5,0.6,Alta
Interferência externa,10,3.8,1.0,Média
Cabo rompido,9,4.6,0.9,Baixa
Manutenção mal sucedida,8,5.5,0.9,Média
Cabo rompido,3,4.5,0.5,Alta
Interferência externa,14,5.5,0.7,Média
Curto-circuito,7,5.7,0.5,Baixa
Interferência externa,9,6.2,0.6,Média
Interferência externa,13,6.9,0.6,Alta
Interferência externa,4,5.1,0.9,Baixa
Interferência externa,9,3.0,0.9,Alta
Conexão instável,8,4.5,0.6,Média
Atualização mal aplicada,14,5.1,0.3,Baixa
Curto-circuito,13,2.2,0.9,Alta
Cabo rompido,10,7.1,0.4,Média
Falta de energia,6,5.2,0.7,Média
Curto-circuito,8,5.6,0.3,Baixa
Manutenção mal sucedida,12,7.0,0.6,Alta
Falha de roteador,11,4.1,1.0,Média
Interferência externa,19,5.9,0.4,Baixa
Cabo rompido,4,4.8,0.6,Alta
Interferência externa,9,4.7,0.5,Alta
Manutenção mal sucedida,15,3.8,0.9,Baixa
Erro de firmware,11,7.5,0.9,Alta
Falha de roteador,8,4.4,0.5,Baixa
Falta de energia,17,6.0,0.4,Alta
Cabo rompido,13,2.2,0.7,Alta
Erro de firmware,10,6.8,0.5,Média
Curto-circuito,11,6.6,0.8,Média
Cabo rompido,10,5.1,0.3,Média
Curto-circuito,10,4.7,0.4,Média
Atualização mal aplicada,11,5.6,0.8,Baixa
Atualização mal aplicada,11,8.4,0.4,Alta
Cabo rompido,7,2.4,0.9,Média
Manutenção mal sucedida,17,6.2,0.3,Alta
Erro de firmware,9,3.6,0.5,Média
Manutenção mal sucedida,11,5.0,1.0,Alta
Curto-circuito,9,4.6,0.6,Alta
Conexão instável,19,4.4,0.8,Média
Erro de firmware,9,5.0,0.4,Alta
Curto-circuito,7,3.3,0.7,Alta
Atualização mal aplicada,7,6.5,0.8,Média
Falha de roteador,10,2.3,0.5,Média
Cabo rompido,5,5.8,0.9,Baixa
Falha de roteador,10,4.5,0.7,Média
Falha de roteador,7,3.2,0.6,Alta
Cabo rompido,13,5.3,0.7,Média
Atualização mal aplicada,9,2.7,0.7,Alta
Interferência externa,10,5.1,0.4,Média
Erro de firmware,16,2.9,0.6,Baixa
Atualização mal aplicada,4,5.7,0.5,Média
Manutenção mal sucedida,10,3.6,0.6,Média
Atualização mal aplicada,7,4.3,0.8,Alta
Falta de energia,19,5.4,0.6,Média
Manutenção mal sucedida,10,3.8,1.0,Baixa
Conexão instável,11,4.9,0.5,Alta
Cabo rompido,6,2.7,0.6,Alta
Cabo rompido,8,5.9,0.9,Média
Conexão instável,11,7.6,0.7,Média
Atualização mal aplicada,9,9.2,0.7,Alta
Falta de energia,7,5.1,0.3,Baixa
Atualização mal aplicada,7,6.2,0.6,Alta
Erro de firmware,6,2.3,0.5,Alta
Manutenção mal sucedida,12,7.3,1.0,Média
Interferência externa,9,6.2,0.5,Alta
Falha de roteador,11,4.3,0.9,Média
Conexão instável,15,6.9,0.8,Alta
Falha de roteador,9,4.6,0.5,Alta
Erro de firmware,12,4.3,0.7,Alta
Curto-circuito,12,5.7,0.9,Baixa
Cabo rompido,10,3.4,0.9,Média
Interferência externa,7,6.5,0.4,Média
Erro de firmware,9,3.4,0.5,Alta
Cabo rompido,9,3.4,0.5,Média
Curto-circuito,12,3.6,0.3,Média
Curto-circuito,5,6.1,0.7,Baixa
Interferência externa,15,4.1,0.9,Média
Falta de energia,10,3.0,0.6,Média
Falta de energia,9,4.1,0.8,Alta
Atualização mal aplicada,10,5.0,0.7,Média
Curto-circuito,6,3.2,0.6,Média
Erro de firmware,16,3.3,0.4,Baixa
Atualização mal aplicada,7,8.2,0.8,Alta
Conexão instável,7,3.7,0.9,Alta
Falta de energia,10,4.5,0.8,Média
Cabo rompido,5,4.4,0.3,Alta
Erro de firmware,10,4.4,0.5,Alta
Cabo rompido,13,5.9,0.3,Baixa
Atualização mal aplicada,13,6.4,0.7,Média
Conexão instável,10,4.5,0.8,Baixa
Manutenção mal sucedida,9,3.1,0.4,Baixa
Interferência externa,12,6.9,0.9,Alta
Manutenção mal sucedida,11,4.9,0.7,Média
Erro de firmware,15,7.6,0.8,Alta
Atualização mal aplicada,5,1.6,1.0,Baixa
Erro de firmware,10,5.3,0.4,Média
Erro de firmware,8,7.9,0.9,Alta
Interferência externa,8,4.5,0.4,Alta
Atualização mal aplicada,7,4.7,0.6,Média
Erro de firmware,7,5.4,0.9,Alta
Cabo rompido,6,4.2,0.9,Alta
Conexão instável,11,4.5,0.7,Média
Falta de energia,8,4.5,0.7,Baixa
Erro de firmware,8,4.1,0.8,Alta
Curto-circuito,6,6.8,0.9,Média
Curto-circuito,8,5.7,0.4,Baixa
Erro de firmware,7,5.4,0.9,Alta
Interferência externa,6,6.2,0.6,Baixa
Manutenção mal sucedida,11,4.6,0.6,Alta
Manutenção mal sucedida,10,3.8,0.6,Média
Interferência externa,11,4.1,0.7,Média
Conexão instável,14,5.0,1.0,Média
Falta de energia,12,3.4,0.7,Baixa
Curto-circuito,9,4.2,1.0,Alta
Conexão instável,10,4.2,0.4,Alta
Interferência externa,13,8.2,0.8,Média
Atualização mal aplicada,11,0.8,0.9,Baixa
Manutenção mal sucedida,12,4.7,0.8,Alta
Erro de firmware,13,7.6,0.7,Baixa
Falha de roteador,11,5.2,0.7,Alta
Falha de roteador,9,6.1,0.9,Alta
Manutenção mal sucedida,10,5.1,0.9,Média
Falha de roteador,16,4.0,0.4,Alta
Falha de roteador,5,1.6,0.9,Média
Atualização mal aplicada,14,5.3,0.6,Alta
Erro de firmware,5,3.8,0.5,Alta
Cabo rompido,7,3.8,0.9,Média
Falta de energia,13,4.3,0.6,Média
Erro de firmware,13,7.6,0.9,Média
Falta de energia,11,8.6,0.5,Média
Atualização mal aplicada,8,5.3,0.3,Alta
Atualização mal aplicada,10,4.3,0.6,Média
Falta de energia,16,3.2,0.4,Baixa
Atualização mal aplicada,6,5.7,0.8,Baixa
Atualização mal aplicada,16,7.7,0.5,Alta
Atualização mal aplicada,6,4.6,0.6,Alta
Manutenção mal sucedida,12,1.4,0.4,Baixa
Falta de energia,8,6.0,0.5,Média
Curto-circuito,8,6.5,0.8,Média
Conexão instável,14,2.6,0.4,Média
Curto-circuito,8,5.3,0.8,Alta
Falta de energia,6,5.7,0.9,Média
Falha de roteador,20,4.9,0.8,Baixa
Cabo rompido,14,3.8,0.9,Média
Cabo rompido,11,6.5,0.4,Alta
Atualização mal aplicada,9,4.4,0.5,Alta
Falha de roteador,12,2.8,0.9,Alta
Falta de energia,9,1.9,0.8,Média
Conexão instável,10,6.9,0.7,Alta
Atualização mal aplicada,16,5.9,0.8,Alta
Atualização mal aplicada,14,5.1,0.6,Baixa
Manutenção mal sucedida,13,4.3,0.3,Alta
Conexão instável,9,4.2,0.8,Alta
Falta de energia,10,3.4,0.8,Alta
Falha de roteador,18,4.4,0.6,Alta
Curto-circuito,5,1.8,0.9,Média
Cabo rompido,3,3.9,0.5,Baixa
Cabo rompido,7,4.5,0.5,Baixa
Falha de roteador,9,5.9,0.9,Média
Falta de energia,12,4.9,0.9,Média
Falha de roteador,8,6.2,0.7,Média
Erro de firmware,13,7.0,0.4,Alta
Atualização mal aplicada,10,6.6,0.5,Alta
Manutenção mal sucedida,10,5.7,0.8,Baixa
Interferência externa,7,5.0,0.6,Alta
Conexão instável,7,3.5,0.9,Alta
Manutenção mal sucedida,12,6.1,1.0,Média
Falha de roteador,16,7.5,0.9,Média
Falha de roteador,15,5.5,0.6,Alta
Falta de energia,9,7.9,0.9,Alta
Interferência externa,15,2.7,0.5,Alta
Falha de roteador,6,3.3,0.4,Média
Cabo rompido,15,6.3,0.3,Alta
Curto-circuito,9,5.4,0.6,Média
Manutenção mal sucedida,11,7.0,0.9,Média
Conexão instável,11,5.0,0.5,Baixa
Curto-circuito,15,3.7,0.4,Alta
Curto-circuito,18,4.7,1.0,Alta
Curto-circuito,10,2.7,0.3,Média
Falha de roteador,9,3.3,0.9,Média
Manutenção mal sucedida,10,6.5,0.5,Alta
Conexão instável,11,6.3,0.3,Média
Cabo rompido,14,5.5,0.9,Alta
Cabo rompido,7,2.4,0.4,Alta
Interferência externa,13,4.5,0.7,Média
Falha de roteador,13,3.2,0.5,Alta
Conexão instável,8,6.8,0.3,Baixa
Interferência externa,16,4.1,0.3,Média
Interferência externa,7,3.4,0.4,Média
Interferência externa,6,5.0,0.3,Média
Manutenção mal sucedida,10,4.0,0.8,Média
Conexão instável,16,7.2,0.6,Alta
Falta de energia,10,3.9,0.5,Baixa
Erro de firmware,13,2.9,0.6,Baixa
Interferência externa,8,1.8,1.0,Alta
Falta de energia,7,5.0,0.9,Alta
Falta de energia,8,4.2,0.8,Alta
Falha de roteador,7,2.9,0.9,Média
Cabo rompido,14,6.8,0.5,Média
Erro de firmware,7,6.0,0.6,Baixa
Manutenção mal sucedida,8,5.0,0.7,Média
Manutenção mal sucedida,9,7.0,0.7,Média
Atualização mal aplicada,11,6.0,0.6,Média
Cabo rompido,16,3.8,0.6,Média
Cabo rompido,7,3.4,1.0,Média
Falta de energia,11,6.2,0.9,Média
Interferência externa,9,5.6,0.6,Média
Cabo rompido,12,5.3,0.8,Média
