RootCause,Ocorrencias_anteriores,Tempo_medio_resolucao,Desvio_padrao,Prioridade_resolucao
Atualização pendente,56,3.68,0.75,Baixa
Erro de autenticação,43,3.57,0.66,Média
Falha de hardware,58,3.06,0.88,Alta
Rede congestionada,52,3.14,0.78,Média
Problema no roteador,46,4.09,0.51,Média
Rede congestionada,49,4.22,1.61,Média
Problema no roteador,52,3.38,1.38,Média
Configuração incorreta,50,3.52,0.77,Média
Driver desatualizado,52,3.05,1.08,Baixa
Configuração incorreta,45,4.09,1.13,Alta
Rede congestionada,50,3.83,1.36,Média
Rede congestionada,42,4.47,0.75,Alta
Configuração incorreta,49,3.06,1.33,Baixa
Problema no roteador,45,3.31,0.84,Alta
Driver desatualizado,46,3.62,0.6,Alta
Rede congestionada,56,3.82,1.22,Média
Servidor não responde,55,3.39,1.39,Média
Falha de hardware,53,3.06,1.78,Alta
Configuração incorreta,44,3.94,0.64,Média
Problema no roteador,48,3.86,1.21,Média
Erro de autenticação,56,3.04,0.88,Alta
Atualização pendente,50,4.18,1.24,Média
Falha de hardware,61,4.09,0.56,Baixa
Configuração incorreta,51,3.57,0.62,Média
Interferência elétrica,50,3.54,0.77,Média
Atualização pendente,48,3.78,1.02,Média
Servidor não responde,50,3.07,0.81,Média
Erro de autenticação,49,3.52,1.2,Alta
Atualização pendente,53,2.42,1.31,Alta
Falha de hardware,54,3.94,1.18,Baixa
Configuração incorreta,46,2.72,1.49,Baixa
Driver desatualizado,43,4.25,1.12,Média
Conexão intermitente,40,3.33,0.63,Alta
Driver desatualizado,52,3.39,1.41,Alta
Erro de autenticação,44,3.19,0.82,Média
Interferência elétrica,39,3.36,1.27,Média
Falha de hardware,51,4.21,1.47,Alta
Conexão intermitente,62,2.26,1.14,Baixa
Interferência elétrica,49,4.14,0.55,Média
Falha de hardware,54,3.67,0.72,Baixa
Conexão intermitente,50,2.9,1.4,Média
Problema no roteador,49,2.96,0.95,Média
Problema no roteador,54,4.34,1.02,Média
Conexão intermitente,48,3.03,1.23,Média
Interferência elétrica,51,2.92,1.21,Média
Configuração incorreta,51,4.07,1.08,Média
Atualização pendente,46,3.67,0.94,Média
Problema no roteador,54,3.03,0.91,Baixa
Rede congestionada,49,3.61,1.26,Média
Driver desatualizado,46,2.99,1.17,Média
Rede congestionada,52,4.05,0.92,Baixa
Problema no roteador,45,4.03,1.32,Alta
Erro de autenticação,50,3.77,0.96,Alta
Problema no roteador,49,3.68,0.74,Média
Atualização pendente,55,4.38,0.77,Média
Configuração incorreta,52,3.5,0.71,Baixa
Driver desatualizado,49,2.91,0.92,Média
Falha de hardware,54,3.72,1.37,Média
Falha de hardware,56,4.54,0.76,Média
Interferência elétrica,52,2.99,1.06,Alta
Erro de autenticação,50,3.32,0.8,Média
Rede congestionada,43,3.71,0.92,Baixa
Conexão intermitente,44,3.47,0.55,Alta
Atualização pendente,48,3.01,0.93,Média
Conexão intermitente,46,4.06,0.94,Média
Problema no roteador,49,4.66,1.16,Alta
Falha de hardware,50,3.6,1.07,Alta
Falha de hardware,52,3.05,0.64,Baixa
Interferência elétrica,49,2.73,1.33,Média
Servidor não responde,52,3.63,1.06,Alta
Erro de autenticação,50,4.05,1.06,Alta
Servidor não responde,40,3.74,1.0,Média
Erro de autenticação,45,3.5,0.84,Média
Driver desatualizado,49,3.21,1.07,Média
Atualização pendente,43,2.95,1.14,Alta
Conexão intermitente,52,3.92,0.48,Baixa
Falha de hardware,57,3.96,0.84,Média
Falha de hardware,56,2.73,0.92,Média
Problema no roteador,48,4.29,1.08,Média
Falha de hardware,57,3.79,1.36,Média
Atualização pendente,50,4.2,0.77,Baixa
Falha de hardware,48,2.83,0.85,Baixa
Problema no roteador,46,2.82,0.85,Média
Conexão intermitente,48,3.43,0.76,Baixa
Conexão intermitente,48,3.75,0.9,Média
Conexão intermitente,50,4.4,1.23,Baixa
Driver desatualizado,50,3.85,0.68,Alta
Falha de hardware,50,3.38,1.13,Média
Interferência elétrica,52,2.99,0.49,Alta
Falha de hardware,55,4.12,0.83,Baixa
Servidor não responde,54,3.02,0.9,Alta
Erro de autenticação,42,4.31,1.5,Média
Erro de autenticação,37,3.36,0.92,Média
Driver desatualizado,54,4.3,0.34,Média
Problema no roteador,43,3.84,0.4,Média
Falha de hardware,48,3.43,1.01,Baixa
Problema no roteador,44,3.24,1.18,Média
Problema no roteador,40,3.33,1.11,Baixa
Rede congestionada,52,3.71,1.05,Alta
Driver desatualizado,53,3.54,1.35,Média
Driver desatualizado,47,3.2,0.84,Média
Problema no roteador,37,3.42,1.27,Alta
Problema no roteador,47,3.54,0.51,Média
Atualização pendente,51,2.44,0.73,Média
Servidor não responde,42,3.73,0.46,Média
Conexão intermitente,50,3.01,0.92,Média
Conexão intermitente,49,2.92,0.99,Média
Erro de autenticação,52,2.66,1.03,Alta
Erro de autenticação,50,2.6,1.02,Alta
Rede congestionada,45,2.82,0.72,Média
Rede congestionada,55,3.15,0.94,Alta
Servidor não responde,49,4.48,0.55,Alta
Atualização pendente,49,3.24,1.41,Média
Interferência elétrica,45,3.59,0.91,Média
Falha de hardware,47,3.7,0.85,Média
Configuração incorreta,45,3.57,1.48,Média
Conexão intermitente,49,3.46,0.63,Média
Problema no roteador,58,2.9,0.66,Média
Erro de autenticação,43,4.23,0.67,Média
Interferência elétrica,41,4.4,0.98,Média
Driver desatualizado,57,2.66,1.13,Média
Erro de autenticação,48,2.99,1.22,Média
Erro de autenticação,46,3.36,1.77,Alta
Driver desatualizado,55,3.02,0.33,Média
Interferência elétrica,46,3.75,1.18,Média
Rede congestionada,59,3.14,0.83,Baixa
Problema no roteador,53,4.58,0.82,Baixa
Falha de hardware,47,4.1,0.81,Média
Problema no roteador,60,3.61,0.73,Alta
Rede congestionada,46,4.01,1.51,Alta
Falha de hardware,53,4.05,1.25,Média
Erro de autenticação,51,3.22,1.01,Média
Problema no roteador,56,3.09,1.41,Alta
Configuração incorreta,57,3.54,0.55,Média
Configuração incorreta,50,3.93,0.6,Alta
Erro de autenticação,46,3.57,0.35,Baixa
Conexão intermitente,52,2.71,0.79,Alta
Falha de hardware,46,3.1,1.05,Baixa
Atualização pendente,60,3.46,1.03,Baixa
Conexão intermitente,50,3.46,1.04,Média
Configuração incorreta,48,4.49,0.58,Média
Erro de autenticação,50,2.81,1.24,Média
Servidor não responde,43,3.75,1.07,Média
Interferência elétrica,45,4.24,1.22,Média
Erro de autenticação,56,4.64,0.43,Média
Erro de autenticação,46,3.3,1.09,Média
Falha de hardware,44,3.75,0.64,Média
Interferência elétrica,52,3.78,0.88,Média
Interferência elétrica,55,3.6,1.16,Alta
Rede congestionada,53,3.45,1.03,Média
Erro de autenticação,54,3.72,0.74,Alta
Problema no roteador,46,2.23,1.0,Alta
Problema no roteador,42,3.84,0.54,Alta
Configuração incorreta,57,3.56,1.35,Alta
Configuração incorreta,48,3.39,0.94,Alta
Conexão intermitente,48,4.52,1.34,Baixa
Erro de autenticação,56,3.16,0.84,Alta
Problema no roteador,52,3.3,0.84,Média
Rede congestionada,52,4.5,0.77,Alta
Servidor não responde,60,3.08,1.26,Baixa
Atualização pendente,46,3.22,0.79,Média
Falha de hardware,54,3.43,1.19,Média
Interferência elétrica,50,3.92,0.89,Média
Interferência elétrica,51,3.6,0.41,Média
Rede congestionada,57,2.85,0.83,Média
Interferência elétrica,52,3.23,0.65,Alta
Rede congestionada,52,3.2,1.01,Baixa
Conexão intermitente,55,3.46,0.64,Média
Driver desatualizado,48,3.71,1.28,Média
Rede congestionada,45,3.71,0.97,Média
Configuração incorreta,44,2.61,0.95,Média
Configuração incorreta,40,4.03,1.2,Baixa
Problema no roteador,60,3.63,1.29,Média
Conexão intermitente,44,4.19,0.99,Média
Conexão intermitente,48,3.72,0.77,Alta
Erro de autenticação,48,4.05,0.47,Baixa
Interferência elétrica,51,3.73,0.79,Média
Servidor não responde,54,4.17,0.81,Alta
Rede congestionada,54,3.76,1.03,Alta
Problema no roteador,47,3.45,0.9,Média
Erro de autenticação,49,4.64,1.21,Baixa
Atualização pendente,51,3.94,0.82,Alta
Servidor não responde,48,3.79,0.98,Média
Conexão intermitente,58,2.86,1.36,Alta
Servidor não responde,52,2.86,1.1,Média
Driver desatualizado,53,3.65,0.98,Média
Driver desatualizado,53,3.57,0.82,Baixa
Conexão intermitente,55,3.19,0.81,Média
Falha de hardware,50,3.57,0.74,Baixa
Driver desatualizado,43,4.29,0.84,Média
Erro de autenticação,51,3.85,1.23,Alta
Conexão intermitente,46,2.93,0.93,Média
Rede congestionada,47,3.44,0.6,Média
Problema no roteador,52,3.1,1.53,Baixa
Interferência elétrica,56,3.31,1.1,Baixa
Rede congestionada,50,3.29,0.58,Alta
Configuração incorreta,51,3.26,0.87,Alta
Erro de autenticação,58,2.87,1.03,Alta
Driver desatualizado,51,3.44,1.51,Baixa
Configuração incorreta,63,3.22,0.67,Baixa
Conexão intermitente,52,2.04,1.29,Média
Falha de hardware,41,4.53,1.42,Média
Servidor não responde,53,4.04,0.81,Média
Conexão intermitente,51,3.31,0.92,Média
Atualização pendente,56,3.51,0.69,Alta
Rede congestionada,53,2.91,0.94,Média
Interferência elétrica,49,4.35,0.99,Alta
Erro de autenticação,43,4.45,1.2,Alta
Erro de autenticação,48,3.58,1.33,Baixa
Rede congestionada,45,4.01,0.78,Média
Configuração incorreta,47,3.59,0.41,Média
Problema no roteador,52,2.83,0.99,Média
Rede congestionada,58,3.29,1.09,Média
Interferência elétrica,51,3.57,1.07,Média
Conexão intermitente,44,3.27,0.9,Média
Rede congestionada,52,3.39,1.04,Média
Rede congestionada,55,3.45,1.45,Média
Problema no roteador,46,3.46,1.11,Alta
Servidor não responde,49,3.53,0.89,Média
Driver desatualizado,50,2.97,0.85,Média
Falha de hardware,46,3.14,0.95,Média
Erro de autenticação,53,2.86,1.49,Média
Conexão intermitente,49,3.99,0.95,Média
Driver desatualizado,52,2.45,0.99,Alta
Driver desatualizado,45,4.08,0.86,Média
Configuração incorreta,47,4.19,1.33,Baixa
Rede congestionada,53,3.35,1.59,Alta
Driver desatualizado,48,2.2,1.14,Média
Interferência elétrica,58,3.32,1.02,Média
Interferência elétrica,48,3.47,1.01,Alta
Driver desatualizado,51,2.99,0.28,Média
Erro de autenticação,54,3.24,1.22,Média
Problema no roteador,42,4.27,1.04,Média
Problema no roteador,41,3.83,1.13,Baixa
Atualização pendente,42,3.04,0.79,Alta
Interferência elétrica,56,2.7,0.88,Alta
Erro de autenticação,47,3.34,0.88,Baixa
Falha de hardware,62,3.39,1.31,Média
Erro de autenticação,47,3.75,0.89,Média
Atualização pendente,50,3.23,1.62,Média
Driver desatualizado,57,3.76,1.13,Média
Erro de autenticação,60,4.47,0.62,Média
Servidor não responde,60,3.91,0.96,Alta
Falha de hardware,56,3.48,0.8,Alta
Servidor não responde,55,3.41,0.34,Alta
Configuração incorreta,52,3.32,1.48,Baixa
Atualização pendente,53,4.09,1.21,Alta
Erro de autenticação,47,3.19,1.16,Média
Conexão intermitente,45,3.52,1.05,Baixa
Problema no roteador,49,3.53,0.59,Média
Interferência elétrica,49,3.25,0.85,Média
Servidor não responde,47,2.81,1.25,Média
Conexão intermitente,53,3.66,0.68,Média
Atualização pendente,54,3.47,0.24,Média
Problema no roteador,50,3.75,0.93,Média
Erro de autenticação,57,3.23,0.96,Baixa
Falha de hardware,44,4.11,1.04,Baixa
Interferência elétrica,49,3.06,1.22,Baixa
Servidor não responde,46,4.36,1.19,Baixa
Problema no roteador,40,2.63,1.08,Média
Servidor não responde,49,3.72,1.36,Média
Problema no roteador,49,3.74,0.54,Baixa
Atualização pendente,57,3.1,1.15,Média
Falha de hardware,53,3.71,1.19,Baixa
Servidor não responde,44,4.14,0.63,Média
Interferência elétrica,59,2.39,0.55,Média
Problema no roteador,56,3.75,0.78,Média
Falha de hardware,52,2.25,0.8,Baixa
Interferência elétrica,48,3.02,1.23,Alta
Rede congestionada,45,4.31,0.82,Média
Rede congestionada,48,3.21,0.74,Média
Conexão intermitente,55,2.91,0.82,Alta
Servidor não responde,59,3.4,1.34,Média
Interferência elétrica,57,4.53,1.0,Média
Problema no roteador,47,2.58,0.95,Média
Servidor não responde,44,2.97,0.97,Média
Interferência elétrica,50,4.25,1.39,Média
Configuração incorreta,41,4.43,0.78,Média
Conexão intermitente,51,3.45,1.39,Média
Driver desatualizado,49,2.88,1.06,Alta
Rede congestionada,47,4.55,0.95,Baixa
Driver desatualizado,42,4.3,1.75,Média
Driver desatualizado,52,3.84,0.68,Média
Driver desatualizado,47,3.09,0.89,Média
Falha de hardware,44,3.48,0.63,Média
Erro de autenticação,35,3.42,1.29,Média
Driver desatualizado,49,3.67,1.51,Média
Servidor não responde,58,4.23,1.5,Média
Erro de autenticação,58,3.94,1.37,Média
Configuração incorreta,47,2.96,0.94,Média
Atualização pendente,46,4.19,0.89,Alta
Driver desatualizado,52,3.66,0.5,Média
Problema no roteador,45,3.84,1.61,Alta
Problema no roteador,51,4.23,1.14,Alta
Problema no roteador,53,2.94,0.85,Baixa
Driver desatualizado,56,3.48,1.4,Média
Atualização pendente,49,3.23,0.71,Média
Driver desatualizado,48,2.72,1.12,Média
Conexão intermitente,45,3.67,0.95,Baixa
Servidor não responde,45,4.76,1.19,Média
Conexão intermitente,48,2.58,0.98,Média
Problema no roteador,51,3.48,0.56,Média
Problema no roteador,54,3.82,1.02,Baixa
Rede congestionada,45,3.56,1.31,Baixa
Falha de hardware,57,3.44,0.99,Baixa
Interferência elétrica,48,2.85,1.23,Alta
Interferência elétrica,49,3.62,0.69,Alta
Falha de hardware,46,3.12,0.99,Alta
Conexão intermitente,37,2.41,0.81,Alta
Conexão intermitente,54,4.1,1.22,Baixa
Erro de autenticação,53,3.98,1.01,Alta
Driver desatualizado,48,3.53,1.21,Alta
Configuração incorreta,50,3.61,1.33,Alta
Configuração incorreta,52,4.04,1.21,Alta
Conexão intermitente,42,3.61,1.08,Alta
Conexão intermitente,47,3.95,0.7,Média
Driver desatualizado,53,3.35,1.0,Média
Erro de autenticação,43,4.16,0.84,Alta
Problema no roteador,51,3.66,0.9,Média
Configuração incorreta,43,3.6,0.89,Média
Problema no roteador,52,2.86,0.71,Alta
Servidor não responde,49,3.64,0.41,Média
Rede congestionada,41,3.08,0.8,Média
Falha de hardware,55,3.18,1.06,Média
Servidor não responde,46,3.09,0.6,Média
Configuração incorreta,45,2.97,1.0,Alta
Rede congestionada,51,4.56,1.57,Baixa
Configuração incorreta,55,4.17,1.31,Baixa
Falha de hardware,44,4.46,1.49,Baixa
Atualização pendente,50,2.89,1.12,Alta
Configuração incorreta,52,3.54,1.35,Baixa
Erro de autenticação,53,2.85,0.78,Baixa
Conexão intermitente,50,3.15,0.81,Baixa
Servidor não responde,48,3.04,0.18,Alta
Problema no roteador,45,4.12,1.36,Média
Driver desatualizado,50,3.3,1.46,Baixa
Problema no roteador,44,4.03,0.83,Média
Atualização pendente,35,3.8,0.92,Média
Servidor não responde,52,4.65,0.77,Baixa
Servidor não responde,54,2.76,1.11,Média
Problema no roteador,38,4.13,1.34,Média
Rede congestionada,44,4.07,0.48,Média
Servidor não responde,53,3.01,1.12,Baixa
Interferência elétrica,60,4.0,0.92,Alta
Configuração incorreta,50,3.67,1.03,Média
Interferência elétrica,46,3.39,1.14,Média
Interferência elétrica,49,3.09,0.94,Média
Servidor não responde,56,3.14,0.97,Média
Driver desatualizado,46,4.52,0.94,Baixa
Driver desatualizado,46,3.5,1.29,Baixa
Servidor não responde,47,3.89,1.13,Alta
Driver desatualizado,45,3.1,1.07,Média
Atualização pendente,50,3.11,0.62,Alta
Atualização pendente,58,4.04,0.89,Média
Configuração incorreta,51,2.83,1.27,Média
Atualização pendente,48,3.29,1.01,Baixa
Configuração incorreta,48,3.52,1.2,Baixa
Erro de autenticação,42,3.56,1.53,Alta
Conexão intermitente,54,3.41,1.31,Alta
Problema no roteador,49,3.7,1.03,Média
Driver desatualizado,49,3.85,0.85,Média
Configuração incorreta,65,3.87,0.23,Alta
Rede congestionada,51,3.01,0.95,Baixa
Conexão intermitente,46,3.36,0.9,Baixa
Rede congestionada,47,4.1,1.12,Média
Interferência elétrica,55,3.95,0.95,Baixa
Servidor não responde,50,2.81,0.9,Média
Falha de hardware,42,3.68,0.47,Média
Conexão intermitente,54,2.51,0.72,Média
Driver desatualizado,46,3.52,1.14,Alta
Interferência elétrica,59,4.45,1.51,Baixa
Conexão intermitente,55,3.03,0.97,Média
Configuração incorreta,47,3.08,1.1,Média
Rede congestionada,56,3.88,1.29,Média
Configuração incorreta,50,2.73,0.76,Alta
Falha de hardware,54,3.18,1.11,Alta
Falha de hardware,52,3.8,0.78,Média
Interferência elétrica,45,3.18,1.26,Média
Driver desatualizado,46,3.38,1.05,Média
Interferência elétrica,55,3.87,1.09,Média
Problema no roteador,48,3.71,0.77,Média
Driver desatualizado,47,3.63,1.21,Média
Falha de hardware,45,3.33,1.63,Média
Driver desatualizado,52,3.69,0.7,Baixa
Configuração incorreta,60,3.44,0.9,Média
Erro de autenticação,44,3.73,1.07,Média
Falha de hardware,50,3.25,1.24,Alta
Conexão intermitente,57,3.41,0.83,Média
Configuração incorreta,49,3.01,0.15,Alta
Configuração incorreta,52,3.48,1.41,Média
Conexão intermitente,44,3.09,1.23,Alta
Conexão intermitente,52,2.94,0.48,Média
Servidor não responde,49,3.63,0.82,Média
Rede congestionada,54,3.61,1.47,Média
Erro de autenticação,55,3.89,1.43,Alta
Atualização pendente,62,3.28,1.28,Alta
Rede congestionada,52,3.7,0.95,Média
Servidor não responde,51,3.78,1.02,Alta
Problema no roteador,50,3.72,0.96,Média
Configuração incorreta,48,3.09,1.34,Média
Falha de hardware,51,3.57,0.74,Média
Interferência elétrica,48,3.68,0.76,Média
Rede congestionada,50,3.5,1.3,Baixa
Configuração incorreta,56,2.46,0.99,Alta
Driver desatualizado,44,3.58,1.41,Alta
Atualização pendente,55,4.61,0.8,Alta
Conexão intermitente,56,3.32,0.98,Alta
Driver desatualizado,49,3.14,0.72,Alta
Configuração incorreta,39,3.69,1.0,Média
Conexão intermitente,46,3.66,0.56,Média
Configuração incorreta,56,4.1,0.85,Média
Conexão intermitente,49,2.87,0.57,Média
Servidor não responde,45,3.87,1.21,Média
Servidor não responde,47,3.8,1.21,Média
Falha de hardware,54,3.43,0.48,Alta
Interferência elétrica,52,3.67,1.4,Média
Driver desatualizado,48,4.01,1.75,Alta
Configuração incorreta,48,3.94,1.01,Alta
Conexão intermitente,48,2.93,0.81,Média
Rede congestionada,45,3.91,1.85,Baixa
Interferência elétrica,58,3.47,0.6,Média
Problema no roteador,48,3.54,1.01,Alta
Configuração incorreta,56,3.54,1.05,Baixa
Falha de hardware,57,3.42,1.4,Média
Falha de hardware,54,4.1,1.11,Média
Atualização pendente,47,3.46,0.85,Baixa
Driver desatualizado,52,2.94,0.71,Média
Problema no roteador,49,3.3,0.9,Alta
Servidor não responde,45,3.59,0.7,Média
Rede congestionada,51,4.11,1.01,Média
Erro de autenticação,44,3.8,0.83,Média
Configuração incorreta,55,3.07,0.55,Média
Erro de autenticação,47,4.74,1.38,Baixa
Driver desatualizado,51,3.63,0.85,Baixa
Rede congestionada,51,4.14,0.62,Baixa
Falha de hardware,48,3.42,0.95,Baixa
Atualização pendente,52,3.77,1.02,Baixa
Servidor não responde,47,3.92,0.48,Alta
Falha de hardware,54,4.11,1.1,Alta
Rede congestionada,43,4.03,0.69,Média
Problema no roteador,50,3.94,1.51,Baixa
Configuração incorreta,59,3.34,1.16,Média
Atualização pendente,44,3.21,0.88,Média
Falha de hardware,46,3.67,0.78,Alta
Interferência elétrica,52,3.97,0.97,Alta
Servidor não responde,50,3.39,1.18,Média
Driver desatualizado,51,4.03,0.99,Alta
Conexão intermitente,52,4.23,0.93,Média
Conexão intermitente,53,3.04,1.02,Alta
Driver desatualizado,55,3.08,0.82,Média
Configuração incorreta,52,3.43,0.9,Média
Conexão intermitente,48,3.65,0.37,Média
Driver desatualizado,53,3.24,1.29,Média
Erro de autenticação,59,4.18,1.09,Alta
Atualização pendente,49,3.71,0.77,Baixa
Atualização pendente,45,3.52,1.57,Média
Configuração incorreta,55,2.78,1.03,Média
Atualização pendente,49,2.84,0.69,Média
Servidor não responde,39,3.64,1.26,Alta
Rede congestionada,54,2.43,1.12,Baixa
Conexão intermitente,47,4.01,1.12,Média
Rede congestionada,49,3.42,0.87,Média
Rede congestionada,51,5.12,1.14,Alta
Configuração incorreta,50,4.65,0.92,Baixa
Problema no roteador,53,3.41,1.17,Média
Driver desatualizado,47,3.45,0.43,Alta
Interferência elétrica,52,4.0,0.87,Média
Configuração incorreta,48,4.35,1.52,Baixa
Driver desatualizado,53,2.68,0.77,Média
Driver desatualizado,53,2.61,0.82,Média
Erro de autenticação,45,3.19,0.87,Média
Rede congestionada,55,3.79,0.64,Média
Conexão intermitente,47,3.75,0.34,Média
Atualização pendente,54,4.03,0.93,Alta
Conexão intermitente,51,2.9,1.04,Média
Problema no roteador,59,2.34,0.98,Baixa
Interferência elétrica,48,3.93,0.96,Média
Configuração incorreta,48,3.09,1.01,Média
Falha de hardware,49,2.49,1.31,Média
Falha de hardware,48,3.57,0.94,Média
Servidor não responde,53,3.9,0.83,Baixa
Rede congestionada,41,3.44,0.92,Média
Driver desatualizado,44,3.27,1.17,Alta
Problema no roteador,44,3.42,1.42,Baixa
Servidor não responde,54,3.31,0.81,Média
Servidor não responde,58,2.83,1.03,Baixa
Erro de autenticação,49,3.14,1.1,Média
Rede congestionada,49,3.76,0.7,Baixa
Problema no roteador,50,3.66,1.01,Alta
Interferência elétrica,55,3.58,0.56,Média
Problema no roteador,45,3.0,0.47,Baixa
Problema no roteador,51,3.41,1.11,Alta
Falha de hardware,54,2.41,0.88,Alta
Rede congestionada,52,3.59,1.06,Média
Interferência elétrica,50,4.21,0.99,Baixa
Erro de autenticação,55,2.76,0.71,Alta
Falha de hardware,36,3.21,0.99,Baixa
Driver desatualizado,53,3.66,0.63,Média
Erro de autenticação,46,4.13,1.42,Média
Rede congestionada,40,3.28,0.59,Baixa
Problema no roteador,52,3.15,0.94,Média
Servidor não responde,56,2.52,0.69,Alta
Atualização pendente,49,3.55,1.17,Alta
Falha de hardware,54,4.52,0.9,Média
Erro de autenticação,58,3.64,0.84,Média
Rede congestionada,56,3.49,1.26,Baixa
Configuração incorreta,58,3.66,1.01,Média
Conexão intermitente,53,3.49,1.15,Média
Driver desatualizado,50,3.09,0.71,Média
Problema no roteador,41,3.91,0.58,Alta
Erro de autenticação,48,3.61,1.03,Alta
Problema no roteador,45,3.51,0.9,Baixa
Erro de autenticação,60,3.01,1.19,Alta
Falha de hardware,49,4.15,0.98,Alta
Rede congestionada,50,3.83,1.06,Média
Configuração incorreta,52,3.22,0.51,Média
Falha de hardware,50,4.0,1.57,Baixa
Erro de autenticação,58,3.25,0.95,Alta
Rede congestionada,46,3.11,1.21,Alta
Problema no roteador,50,3.12,0.75,Média
Servidor não responde,46,2.61,1.09,Média
Rede congestionada,43,3.74,0.61,Média
Rede congestionada,46,2.58,1.14,Média
Rede congestionada,49,2.89,0.89,Baixa
Falha de hardware,47,2.46,1.01,Baixa
Interferência elétrica,46,3.46,1.21,Alta
Falha de hardware,42,3.42,0.63,Média
Configuração incorreta,49,3.34,0.79,Média
Problema no roteador,42,2.98,1.14,Baixa
Interferência elétrica,53,2.91,1.63,Baixa
Interferência elétrica,50,3.73,0.96,Alta
Conexão intermitente,42,3.22,1.18,Média
Falha de hardware,48,3.66,0.97,Média
Falha de hardware,46,3.06,1.58,Alta
Configuração incorreta,51,3.59,0.48,Alta
Configuração incorreta,56,4.15,1.03,Média
Configuração incorreta,40,3.79,0.51,Média
Atualização pendente,50,3.29,0.25,Alta
Driver desatualizado,49,3.63,1.09,Média
Conexão intermitente,53,3.38,1.04,Alta
Servidor não responde,51,3.5,0.91,Média
Rede congestionada,46,3.34,0.97,Média
Erro de autenticação,48,3.42,1.93,Alta
Rede congestionada,46,3.61,0.92,Média
Rede congestionada,55,3.0,1.15,Alta
Erro de autenticação,50,2.99,0.81,Média
Rede congestionada,59,2.81,1.09,Alta
Servidor não responde,49,2.7,0.93,Média
Erro de autenticação,46,2.89,0.88,Alta
Atualização pendente,42,3.58,1.55,Média
Servidor não responde,40,3.05,1.35,Média
Conexão intermitente,42,3.76,1.04,Alta
Problema no roteador,51,3.52,0.31,Média
Configuração incorreta,52,2.52,0.89,Alta
Problema no roteador,42,3.83,1.81,Média
Atualização pendente,54,3.91,0.93,Alta
Erro de autenticação,47,3.0,1.33,Média
Configuração incorreta,50,3.71,1.43,Média
Configuração incorreta,58,3.07,1.07,Baixa
Erro de autenticação,54,3.55,0.75,Média
Rede congestionada,48,2.87,0.27,Média
Conexão intermitente,45,2.6,1.21,Média
Problema no roteador,39,3.31,0.76,Baixa
Interferência elétrica,46,3.44,1.05,Média
Conexão intermitente,48,3.3,0.63,Alta
Driver desatualizado,45,2.91,0.92,Baixa
Falha de hardware,49,3.3,1.01,Média
Atualização pendente,50,3.63,1.08,Baixa
Erro de autenticação,48,3.48,0.67,Baixa
Problema no roteador,46,3.59,1.36,Alta
Servidor não responde,50,3.16,0.82,Média
Servidor não responde,52,4.09,0.5,Alta
Atualização pendente,44,2.91,0.97,Alta
Rede congestionada,57,3.74,1.01,Alta
Problema no roteador,49,4.09,1.05,Média
Configuração incorreta,50,3.74,1.41,Alta
Driver desatualizado,53,3.4,0.93,Alta
Configuração incorreta,51,3.24,0.96,Média
Conexão intermitente,54,4.02,0.67,Alta
Atualização pendente,51,2.79,1.25,Alta
Conexão intermitente,46,3.01,1.06,Alta
Problema no roteador,51,3.3,0.87,Média
Erro de autenticação,44,4.12,0.43,Média
Problema no roteador,50,3.69,1.43,Alta
Problema no roteador,49,3.02,0.63,Baixa
Interferência elétrica,48,3.34,0.82,Média
Rede congestionada,49,3.19,1.11,Média
Atualização pendente,40,3.15,0.64,Média
Erro de autenticação,47,3.99,0.55,Média
Driver desatualizado,50,2.81,0.36,Média
Atualização pendente,50,4.3,1.22,Alta
Problema no roteador,44,3.91,0.84,Alta
Falha de hardware,56,4.05,1.88,Baixa
Rede congestionada,45,3.27,0.7,Alta
Configuração incorreta,54,3.43,0.72,Média
Rede congestionada,52,2.78,0.83,Baixa
Interferência elétrica,46,3.24,1.07,Média
Configuração incorreta,58,3.75,0.86,Média
Atualização pendente,44,4.15,1.18,Média
Rede congestionada,54,2.95,0.71,Alta
Driver desatualizado,55,3.32,0.59,Média
Atualização pendente,46,3.42,0.46,Média
Problema no roteador,56,2.8,0.33,Baixa
Driver desatualizado,48,3.8,0.84,Baixa
Interferência elétrica,51,3.14,0.91,Baixa
Problema no roteador,51,3.4,0.81,Baixa
Problema no roteador,49,3.27,1.37,Média
Erro de autenticação,54,3.11,1.37,Média
Atualização pendente,53,3.5,0.9,Média
Interferência elétrica,41,3.39,0.46,Média
Erro de autenticação,56,3.31,0.83,Baixa
Atualização pendente,41,3.14,0.82,Alta
Problema no roteador,55,3.66,0.8,Baixa
Servidor não responde,55,4.33,0.79,Baixa
Conexão intermitente,44,3.57,0.8,Baixa
Configuração incorreta,47,4.0,0.88,Baixa
Falha de hardware,44,2.8,0.81,Alta
Falha de hardware,48,3.58,1.06,Alta
Atualização pendente,48,2.95,1.11,Alta
Conexão intermitente,53,2.76,0.73,Alta
Interferência elétrica,56,3.13,1.38,Média
Interferência elétrica,56,4.1,0.71,Baixa
Falha de hardware,47,3.98,0.51,Baixa
Rede congestionada,48,3.62,1.11,Média
Falha de hardware,41,2.73,0.75,Alta
Servidor não responde,45,3.4,1.1,Alta
Configuração incorreta,54,3.65,0.28,Alta
Problema no roteador,58,3.59,1.42,Média
Driver desatualizado,43,2.58,1.2,Média
